ID,Skills,Projects,Education,Experience,Job_Role,Required_Skills
5467,"Data Analysis, Deep Learning, Design, PyTorch, Python, HTML, Surgery","E-commerce Website, Cybersecurity Monitoring Tool",D3,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5468,"NumPy, Machine Learning, Linux, PyTorch, Python, Java, Docker","E-commerce Website, Portfolio Website",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5470,"React, Machine Learning, Deep Learning, SQL, Node.js, PyTorch, HTML, SIEM","Portfolio Website, AI Chatbot",D3,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5471,"TensorFlow, CI/CD, Node.js, Communication, Pharmacology, Embedded Systems, AWS, Docker","Cloud Deployment Project, AI Chatbot",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5472,"APIs, Deep Learning, JavaScript, Machine Learning, Communication, Pharmacology, Python, Surgery","E-commerce Website, Resume Analyzer",S1,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5473,"TensorFlow, Machine Learning, Linux, SQL, Python, Network Security, Embedded Systems, Electronics","Cybersecurity Monitoring Tool, IoT Smart Home",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5474,"Medical Knowledge, Data Analysis, Linux, Visualization, Communication, Python, Docker, Surgery","Cybersecurity Monitoring Tool, Resume Analyzer",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5475,"React, NumPy, Deep Learning, Machine Learning, SIEM, Electronics, Surgery, Pandas","AI Chatbot, Cybersecurity Monitoring Tool",S2,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5476,"CI/CD, TensorFlow, Visualization, PyTorch, Python, Electronics, SolidWorks, Pandas","Portfolio Website, Cybersecurity Monitoring Tool",S2,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5479,"CI/CD, Kubernetes, APIs, Excel, Patient Care, Linux, Pharmacology, AWS","E-commerce Website, Resume Analyzer",D3,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5481,"TensorFlow, Excel, Data Analysis, Deep Learning, Visualization, CSS, PyTorch, AWS","IoT Smart Home, Fraud Detection System",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5483,"TensorFlow, Kubernetes, APIs, Cryptography, Ethical Hacking, C, Electronics, SIEM","Stock Prediction Model, Healthcare App",S1,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
5484,"Microcontrollers, Patient Care, Excel, Visualization, Communication, Network Security, CAD, Docker","AI Chatbot, IoT Smart Home",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5485,"CI/CD, NumPy, APIs, Design, Communication, Python, Manufacturing, Pandas","Cybersecurity Monitoring Tool, Cloud Deployment Project",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5486,"React, JavaScript, SQL, Python, Manufacturing, Git, C, Java","Stock Prediction Model, Portfolio Website",D3,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5487,"CI/CD, Kubernetes, Linux, SQL, Docker, AWS, HTML","IoT Smart Home, Fraud Detection System",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5489,"APIs, Machine Learning, PyTorch, Python, Java, Embedded Systems, Ethical Hacking, SIEM","Cloud Deployment Project, Resume Analyzer",S2,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
5490,"Kubernetes, NumPy, JavaScript, CSS, Node.js, Electronics, SIEM","AI Chatbot, Cloud Deployment Project",S2,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5491,"React, CI/CD, Kubernetes, Patient Care, CSS, Node.js, Ethical Hacking, HTML","Fraud Detection System, Healthcare App",S2,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5493,"Excel, Deep Learning, Machine Learning, Data Analysis, Python, CAD, Java, Docker","Cloud Deployment Project, Cybersecurity Monitoring Tool",S1,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5495,"Thermodynamics, CI/CD, Kubernetes, Deep Learning, Linux, Design, Python, C","Resume Analyzer, E-commerce Website",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5497,"React, Deep Learning, JavaScript, Node.js, Manufacturing, Electronics, HTML, Surgery","Healthcare App, Resume Analyzer",D3,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5498,"CI/CD, Machine Learning, Data Analysis, Linux, Manufacturing, AWS, Docker","Resume Analyzer, Healthcare App",S2,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5499,"React, Patient Care, Data Analysis, JavaScript, Node.js, CAD, HTML, SolidWorks","IoT Smart Home, Cybersecurity Monitoring Tool",S1,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5500,"APIs, Linux, Communication, Python, Diagnosis, Git, HTML, SIEM","Healthcare App, Cybersecurity Monitoring Tool",D3,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5501,"React, NumPy, Data Analysis, Visualization, SQL, Ethical Hacking, Docker, RTOS","IoT Smart Home, Cloud Deployment Project",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5502,"TensorFlow, Kubernetes, Deep Learning, SQL, Python, Network Security, Electronics, HTML","Cloud Deployment Project, Cybersecurity Monitoring Tool",S1,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5503,"Kubernetes, Excel, JavaScript, CSS, Node.js, Git, HTML","Fraud Detection System, IoT Smart Home",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5505,"React, Linux, Node.js, Manufacturing, CAD, AWS, Docker","Healthcare App, Fraud Detection System",S2,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5506,"Data Analysis, Visualization, SQL, PyTorch, Pharmacology, C, AWS, SIEM","Resume Analyzer, Healthcare App",S2,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5507,"NumPy, Cryptography, SQL, Communication, Ethical Hacking, Docker, SolidWorks, SIEM","Portfolio Website, Healthcare App",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
5508,"Kubernetes, Microcontrollers, Linux, Design, Java, C, AWS, Surgery","IoT Smart Home, Cybersecurity Monitoring Tool",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5509,"Patient Care, Excel, Data Analysis, Visualization, Communication, C, HTML, Pandas","Fraud Detection System, Healthcare App",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5510,"Visualization, PyTorch, Ethical Hacking, Network Security, C, Electronics, SIEM","AI Chatbot, Stock Prediction Model",D3,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
5511,"Medical Knowledge, APIs, Node.js, Python, Java, Electronics, RTOS, Surgery","Healthcare App, E-commerce Website",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5512,"Kubernetes, Excel, Data Analysis, Linux, Visualization, CAD, Git, RTOS","AI Chatbot, Stock Prediction Model",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5518,"TensorFlow, Kubernetes, APIs, Python, Java, C, RTOS","AI Chatbot, Stock Prediction Model",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
5519,"Data Analysis, Visualization, Node.js, Communication, Manufacturing, Git, Pandas","Cloud Deployment Project, Resume Analyzer",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5520,"CI/CD, Kubernetes, Cryptography, PyTorch, Pharmacology, CAD, Embedded Systems, Docker","Cloud Deployment Project, Cybersecurity Monitoring Tool",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5521,"Patient Care, Deep Learning, Python, Pharmacology, Diagnosis, Git, Java","Cloud Deployment Project, E-commerce Website",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5522,"Kubernetes, Data Analysis, Machine Learning, Design, Python, Diagnosis, C, HTML","Healthcare App, Resume Analyzer",D3,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5523,"Medical Knowledge, Patient Care, Cryptography, SQL, Ethical Hacking, RTOS, SolidWorks, SIEM","Cloud Deployment Project, E-commerce Website",S2,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
5524,"TensorFlow, Machine Learning, JavaScript, Deep Learning, PyTorch, Communication, Ethical Hacking, AWS","Cloud Deployment Project, Portfolio Website",S2,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5527,"Data Analysis, Deep Learning, Machine Learning, PyTorch, Python, Ethical Hacking, HTML, Surgery","Portfolio Website, Fraud Detection System",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5528,"Excel, Deep Learning, JavaScript, CSS, SQL, HTML, SIEM","Fraud Detection System, Cloud Deployment Project",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5530,"Medical Knowledge, TensorFlow, CI/CD, Data Analysis, CSS, Node.js, PyTorch, HTML","Stock Prediction Model, Fraud Detection System",S1,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5531,"React, Data Analysis, Visualization, Communication, Java, Pandas","Portfolio Website, Stock Prediction Model",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5532,"Thermodynamics, NumPy, Data Analysis, JavaScript, Deep Learning, PyTorch, Python, Diagnosis","Cloud Deployment Project, AI Chatbot",S1,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5533,"Microcontrollers, Cryptography, JavaScript, PyTorch, Python, Network Security, Ethical Hacking, Surgery","AI Chatbot, Stock Prediction Model",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
5534,"Thermodynamics, TensorFlow, NumPy, Node.js, Python, Manufacturing, HTML, Pandas","Fraud Detection System, E-commerce Website",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5535,"React, APIs, SQL, PyTorch, Java, Electronics, Surgery","E-commerce Website, Cloud Deployment Project",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5537,"NumPy, Data Analysis, Pharmacology, C, Ethical Hacking, Pandas","Cybersecurity Monitoring Tool, Stock Prediction Model",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5538,"React, Data Analysis, Visualization, Communication, Python, Git, RTOS","Resume Analyzer, Healthcare App",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5539,"NumPy, Data Analysis, PyTorch, Python, Java, C, Surgery, Pandas","Cloud Deployment Project, Cybersecurity Monitoring Tool",D3,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5540,"Thermodynamics, CI/CD, Data Analysis, Linux, Manufacturing, CAD, Docker, SolidWorks","AI Chatbot, Healthcare App",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5541,"React, Medical Knowledge, Data Analysis, Machine Learning, Design, Python, C","Cloud Deployment Project, AI Chatbot",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5544,"TensorFlow, CSS, SQL, Python, Java, Git, Ethical Hacking, AWS","IoT Smart Home, Resume Analyzer",S2,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5545,"TensorFlow, Machine Learning, Data Analysis, Linux, Visualization, PyTorch, Python, AWS","Cloud Deployment Project, Healthcare App",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5546,"React, NumPy, Deep Learning, JavaScript, Java, HTML","Cybersecurity Monitoring Tool, E-commerce Website",S2,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5548,"React, Patient Care, Deep Learning, Machine Learning, Design, Node.js, PyTorch, AWS","Resume Analyzer, Stock Prediction Model",S1,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5549,"APIs, Excel, Cryptography, Communication, C, Ethical Hacking, Docker, SIEM","Cybersecurity Monitoring Tool, E-commerce Website",S1,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
5551,"Kubernetes, NumPy, Deep Learning, Machine Learning, Node.js, Python, Java, AWS","AI Chatbot, Portfolio Website",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5552,"CI/CD, Patient Care, Excel, Deep Learning, Linux, Docker, Pandas","Stock Prediction Model, Cybersecurity Monitoring Tool",S2,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5555,"Thermodynamics, Kubernetes, Linux, Communication, Pharmacology, Diagnosis, AWS, Docker","Resume Analyzer, E-commerce Website",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5556,"APIs, Excel, Data Analysis, JavaScript, CSS, Visualization, Java, C","E-commerce Website, Resume Analyzer",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5559,"Excel, Visualization, SQL, Pharmacology, CAD, Ethical Hacking, SIEM","Cloud Deployment Project, Fraud Detection System",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5560,"TensorFlow, Microcontrollers, Machine Learning, Visualization, Design, PyTorch, Surgery","Stock Prediction Model, AI Chatbot",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5561,"Medical Knowledge, Kubernetes, NumPy, Machine Learning, Data Analysis, Python, Manufacturing, Pandas","Portfolio Website, Stock Prediction Model",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5563,"React, APIs, Cryptography, Patient Care, Node.js, Embedded Systems, HTML, RTOS","Healthcare App, Portfolio Website",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5565,"CI/CD, Excel, Data Analysis, Communication, Network Security, Java, Ethical Hacking","Healthcare App, Cloud Deployment Project",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5566,"Thermodynamics, Medical Knowledge, CI/CD, Kubernetes, Manufacturing, Network Security, Diagnosis, AWS","Portfolio Website, Stock Prediction Model",S2,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5567,"CI/CD, Kubernetes, Data Analysis, JavaScript, Node.js, PyTorch, Ethical Hacking, HTML","E-commerce Website, Cloud Deployment Project",S2,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5568,"React, Machine Learning, Data Analysis, Visualization, SQL, Electronics, HTML, Pandas","IoT Smart Home, Portfolio Website",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5569,"Linux, PyTorch, Python, CAD, AWS, Docker, Surgery, Pandas","Stock Prediction Model, Cloud Deployment Project",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5570,"Machine Learning, Deep Learning, PyTorch, Pharmacology, Docker, SIEM","Cybersecurity Monitoring Tool, AI Chatbot",S1,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5571,"CI/CD, Linux, Visualization, Pharmacology, CAD, Electronics, AWS","AI Chatbot, Resume Analyzer",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
5574,"Thermodynamics, TensorFlow, APIs, Data Analysis, JavaScript, Deep Learning, Python, Electronics","E-commerce Website, Healthcare App",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
5577,"CI/CD, APIs, SQL, Python, AWS, Pandas","AI Chatbot, Fraud Detection System",S2,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5578,"Kubernetes, Data Analysis, JavaScript, CSS, Design, Visualization, Communication, C","Healthcare App, IoT Smart Home",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5579,"Patient Care, Deep Learning, Data Analysis, Visualization, SQL, Git, Embedded Systems, Electronics","IoT Smart Home, Cybersecurity Monitoring Tool",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5580,"React, HTML, CSS, Python, Embedded Systems, Docker, SolidWorks, SIEM","AI Chatbot, IoT Smart Home",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
5581,"CI/CD, APIs, Excel, Data Analysis, Visualization, SQL, Network Security, SIEM","Stock Prediction Model, Cloud Deployment Project",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
5582,"React, Kubernetes, APIs, Data Analysis, Machine Learning, Git, Pandas","Healthcare App, Portfolio Website",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5583,"NumPy, Data Analysis, Machine Learning, Pharmacology, Java, Electronics, Docker, RTOS","IoT Smart Home, Portfolio Website",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5584,"Kubernetes, NumPy, Machine Learning, JavaScript, Communication, Python, AWS, SIEM","AI Chatbot, Resume Analyzer",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
5585,"APIs, Visualization, Git, C, Java, Ethical Hacking, Docker","Cloud Deployment Project, Cybersecurity Monitoring Tool",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
5586,"React, CI/CD, Microcontrollers, Excel, Data Analysis, Communication, Electronics, AWS","IoT Smart Home, Portfolio Website",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
